3.400000000000000000e+02,2.137000000000000011e+00,4.479999999999999954e-02,1.609000000000000000e+04
3.500000000000000000e+02,2.137000000000000011e+00,4.479999999999999954e-02,1.609000000000000000e+04
3.600000000000000000e+02,2.104000000000000092e+00,1.559999999999999928e-02,5.438000000000000000e+03
3.700000000000000000e+02,2.056000000000000050e+00,5.329999999999999669e-03,1.810000000000000000e+03
3.800000000000000000e+02,2.021999999999999797e+00,2.739999999999999814e-03,9.046000000000000227e+02
3.900000000000000000e+02,1.997999999999999998e+00,1.719999999999999958e-03,5.537000000000000455e+02
4.000000000000000000e+02,1.979000000000000092e+00,1.209999999999999921e-03,3.800000000000000000e+02
4.100000000000000000e+02,1.965000000000000080e+00,9.139999999999999904e-04,2.801999999999999886e+02
4.200000000000000000e+02,1.953000000000000069e+00,7.249999999999999500e-04,2.170000000000000000e+02
4.300000000000000000e+02,1.943000000000000060e+00,5.959999999999999586e-04,1.741999999999999886e+02
4.400000000000000000e+02,1.933999999999999941e+00,5.029999999999999749e-04,1.436999999999999886e+02
4.500000000000000000e+02,1.927000000000000046e+00,4.330000000000000081e-04,1.210000000000000000e+02
4.600000000000000000e+02,1.921000000000000041e+00,3.789999999999999966e-04,1.035999999999999943e+02
4.700000000000000000e+02,1.915999999999999925e+00,3.370000000000000057e-04,9.001999999999999602e+01
4.800000000000000000e+02,1.911000000000000032e+00,3.020000000000000223e-04,7.910999999999999943e+01
4.900000000000000000e+02,1.907000000000000028e+00,2.739999999999999923e-04,7.020000000000000284e+01
5.000000000000000000e+02,1.903000000000000025e+00,2.500000000000000052e-04,6.282999999999999829e+01
5.100000000000000000e+02,1.899999999999999911e+00,2.300000000000000070e-04,5.664999999999999858e+01
5.200000000000000000e+02,1.897000000000000020e+00,2.130000000000000003e-04,5.140999999999999659e+01
5.300000000000000000e+02,1.893999999999999906e+00,1.979999999999999881e-04,4.690999999999999659e+01
5.400000000000000000e+02,1.891999999999999904e+00,1.849999999999999973e-04,4.303000000000000114e+01
5.500000000000000000e+02,1.889999999999999902e+00,1.740000000000000010e-04,3.964999999999999858e+01
5.600000000000000000e+02,1.887999999999999901e+00,1.630000000000000047e-04,3.667999999999999972e+01
5.700000000000000000e+02,1.885999999999999899e+00,1.550000000000000000e-04,3.406000000000000227e+01
5.800000000000000000e+02,1.883999999999999897e+00,1.459999999999999981e-04,3.173000000000000043e+01
5.900000000000000000e+02,1.881999999999999895e+00,1.389999999999999905e-04,2.964999999999999858e+01
6.000000000000000000e+02,1.881000000000000005e+00,1.330000000000000073e-04,2.778999999999999915e+01
6.100000000000000000e+02,1.879000000000000004e+00,1.269999999999999970e-04,2.610999999999999943e+01
6.200000000000000000e+02,1.877999999999999892e+00,1.210000000000000002e-04,2.457999999999999829e+01
6.300000000000000000e+02,1.877000000000000002e+00,1.160000000000000007e-04,2.319999999999999929e+01
6.400000000000000000e+02,1.875999999999999890e+00,1.119999999999999983e-04,2.194000000000000128e+01
6.500000000000000000e+02,1.875000000000000000e+00,1.079999999999999960e-04,2.078999999999999915e+01
6.600000000000000000e+02,1.874000000000000110e+00,1.039999999999999936e-04,1.973999999999999844e+01
6.700000000000000000e+02,1.872999999999999998e+00,1.000000000000000048e-04,1.876999999999999957e+01
6.800000000000000000e+02,1.872000000000000108e+00,9.670000000000000589e-05,1.787000000000000099e+01
6.900000000000000000e+02,1.870999999999999996e+00,9.359999999999999831e-05,1.703999999999999915e+01
7.000000000000000000e+02,1.870000000000000107e+00,9.069999999999999558e-05,1.626999999999999957e+01
7.100000000000000000e+02,1.870000000000000107e+00,8.789999999999999528e-05,1.556000000000000050e+01
7.200000000000000000e+02,1.868999999999999995e+00,8.540000000000000228e-05,1.490000000000000036e+01
7.300000000000000000e+02,1.868000000000000105e+00,8.289999999999999572e-05,1.427999999999999936e+01
7.400000000000000000e+02,1.868000000000000105e+00,8.069999999999999645e-05,1.369999999999999929e+01
7.500000000000000000e+02,1.866999999999999993e+00,7.849999999999999719e-05,1.316000000000000014e+01
7.600000000000000000e+02,1.866999999999999993e+00,7.650000000000000279e-05,1.265000000000000036e+01
7.700000000000000000e+02,1.866000000000000103e+00,7.459999999999999726e-05,1.216999999999999993e+01
7.800000000000000000e+02,1.866000000000000103e+00,7.279999999999999416e-05,1.172000000000000064e+01
7.900000000000000000e+02,1.864999999999999991e+00,7.100000000000000462e-05,1.130000000000000071e+01
8.000000000000000000e+02,1.864999999999999991e+00,6.940000000000000639e-05,1.090000000000000036e+01
8.100000000000000000e+02,1.864000000000000101e+00,6.779999999999999460e-05,1.051999999999999957e+01
8.200000000000000000e+02,1.864000000000000101e+00,6.640000000000000123e-05,1.016999999999999993e+01
8.300000000000000000e+02,1.862999999999999989e+00,6.490000000000000543e-05,9.830000000000000071e+00
8.400000000000000000e+02,1.862999999999999989e+00,6.360000000000000093e-05,9.510999999999999233e+00
8.500000000000000000e+02,1.862999999999999989e+00,6.229999999999999644e-05,9.208000000000000185e+00
8.600000000000000000e+02,1.862000000000000099e+00,6.099999999999999872e-05,8.919000000000000483e+00
8.700000000000000000e+02,1.862000000000000099e+00,5.989999999999999909e-05,8.646000000000000796e+00
8.800000000000000000e+02,1.862000000000000099e+00,5.869999999999999703e-05,8.384999999999999787e+00
8.900000000000000000e+02,1.860999999999999988e+00,5.759999999999999739e-05,8.135999999999999233e+00
9.000000000000000000e+02,1.860999999999999988e+00,5.660000000000000019e-05,7.899000000000000021e+00
9.100000000000000000e+02,1.860999999999999988e+00,5.560000000000000299e-05,7.673000000000000043e+00
9.200000000000000000e+02,1.860000000000000098e+00,5.459999999999999901e-05,7.456999999999999851e+00
9.300000000000000000e+02,1.860000000000000098e+00,5.369999999999999746e-05,7.251000000000000334e+00
9.400000000000000000e+02,1.860000000000000098e+00,5.280000000000000269e-05,7.052999999999999936e+00
9.500000000000000000e+02,1.860000000000000098e+00,5.190000000000000115e-05,6.863999999999999879e+00
9.600000000000000000e+02,1.858999999999999986e+00,5.110000000000000203e-05,6.682999999999999829e+00
9.700000000000000000e+02,1.858999999999999986e+00,5.030000000000000291e-05,6.509000000000000341e+00
9.800000000000000000e+02,1.858999999999999986e+00,4.949999999999999702e-05,6.342999999999999972e+00
9.900000000000000000e+02,1.858999999999999986e+00,4.869999999999999790e-05,6.182999999999999829e+00
1.000000000000000000e+03,1.858999999999999986e+00,4.800000000000000122e-05,6.028999999999999915e+00
1.010000000000000000e+03,1.858000000000000096e+00,4.729999999999999775e-05,5.881000000000000227e+00
1.020000000000000000e+03,1.858000000000000096e+00,4.660000000000000107e-05,5.738999999999999879e+00
1.030000000000000000e+03,1.858000000000000096e+00,4.589999999999999761e-05,5.602000000000000313e+00
1.040000000000000000e+03,1.858000000000000096e+00,4.530000000000000335e-05,5.471000000000000085e+00
1.050000000000000000e+03,1.858000000000000096e+00,4.470000000000000232e-05,5.344000000000000306e+00
1.060000000000000000e+03,1.858000000000000096e+00,4.399999999999999886e-05,5.221000000000000085e+00
1.070000000000000000e+03,1.856999999999999984e+00,4.350000000000000026e-05,5.104000000000000092e+00
1.080000000000000000e+03,1.856999999999999984e+00,4.289999999999999922e-05,4.990000000000000213e+00
1.090000000000000000e+03,1.856999999999999984e+00,4.229999999999999819e-05,4.879999999999999893e+00
1.100000000000000000e+03,1.856999999999999984e+00,4.179999999999999959e-05,4.774000000000000021e+00
1.110000000000000000e+03,1.856999999999999984e+00,4.130000000000000099e-05,4.671000000000000263e+00
1.120000000000000000e+03,1.856999999999999984e+00,4.080000000000000239e-05,4.572000000000000064e+00
1.130000000000000000e+03,1.856000000000000094e+00,4.029999999999999701e-05,4.475999999999999979e+00
1.140000000000000000e+03,1.856000000000000094e+00,3.979999999999999841e-05,4.383000000000000007e+00
1.150000000000000000e+03,1.856000000000000094e+00,3.929999999999999981e-05,4.293999999999999595e+00
