2.500000000000000416e-07,1.840000000000000000e+08
2.599999999999999988e-07,1.970000000000000000e+08
2.700000000000000090e-07,2.180000000000000000e+08
2.800000000000000191e-07,2.360000000000000000e+08
2.900000000000000292e-07,2.240000000000000000e+08
3.000000000000000394e-07,1.730000000000000000e+08
3.099999999999999966e-07,1.440000000000000000e+08
3.200000000000000067e-07,1.280000000000000000e+08
3.300000000000000168e-07,1.170000000000000000e+08
3.400000000000000270e-07,1.090000000000000000e+08
3.500000000000000371e-07,1.040000000000000000e+08
3.600000000000000472e-07,1.020000000000000000e+08
3.700000000000000044e-07,6.970000000000000000e+07
3.800000000000000146e-07,2.930000000000000000e+07
3.900000000000000247e-07,1.500000000000000000e+07
4.000000000000000348e-07,9.520000000000000000e+06
4.100000000000000450e-07,6.740000000000000000e+06
4.200000000000000022e-07,5.000000000000000000e+06
4.300000000000000123e-07,3.920000000000000000e+06
4.400000000000000224e-07,3.110000000000000000e+06
4.500000000000000326e-07,2.550000000000000000e+06
4.600000000000000427e-07,2.100000000000000000e+06
4.700000000000000528e-07,1.720000000000000000e+06
4.800000000000000630e-07,1.480000000000000000e+06
4.900000000000000731e-07,1.270000000000000000e+06
5.000000000000000833e-07,1.110000000000000000e+06
5.099999999999999875e-07,9.700000000000000000e+05
5.199999999999999976e-07,8.800000000000000000e+05
5.300000000000000078e-07,7.850000000000000000e+05
5.400000000000000179e-07,7.050000000000000000e+05
5.500000000000000281e-07,6.390000000000000000e+05
5.600000000000000382e-07,5.780000000000000000e+05
5.700000000000000483e-07,5.320000000000000000e+05
5.800000000000000585e-07,4.880000000000000000e+05
5.900000000000000686e-07,4.490000000000000000e+05
6.000000000000000787e-07,4.140000000000000000e+05
6.199999999999999931e-07,3.520000000000000000e+05
6.400000000000000134e-07,3.040000000000000000e+05
6.600000000000000337e-07,2.580000000000000000e+05
6.800000000000000539e-07,2.210000000000000000e+05
7.000000000000000742e-07,1.900000000000000000e+05
7.200000000000000945e-07,1.660000000000000000e+05
7.400000000000000089e-07,1.420000000000000000e+05
7.600000000000000291e-07,1.190000000000000000e+05
7.800000000000000494e-07,1.010000000000000000e+05
8.000000000000000697e-07,8.500000000000000000e+04
8.200000000000000899e-07,7.070000000000000000e+04
8.400000000000000043e-07,5.910000000000000000e+04
8.600000000000000246e-07,4.800000000000000000e+04
8.800000000000000449e-07,3.830000000000000000e+04
9.000000000000000652e-07,3.060000000000000000e+04
9.100000000000000753e-07,2.720000000000000000e+04
9.200000000000000854e-07,2.400000000000000000e+04
9.300000000000000956e-07,2.100000000000000000e+04
9.400000000000001057e-07,1.830000000000000000e+04
9.500000000000000100e-07,1.570000000000000000e+04
9.600000000000001260e-07,1.340000000000000000e+04
9.700000000000000302e-07,1.140000000000000000e+04
9.800000000000001462e-07,9.590000000000000000e+03
9.900000000000000505e-07,7.920000000000000000e+03
1.000000000000000167e-06,6.400000000000000000e+03
1.010000000000000071e-06,5.110000000000000000e+03
1.019999999999999975e-06,3.990000000000000000e+03
1.030000000000000091e-06,3.020000000000000000e+03
1.039999999999999995e-06,2.260000000000000000e+03
1.050000000000000111e-06,1.630000000000000000e+03
1.060000000000000016e-06,1.110000000000000000e+03
1.070000000000000132e-06,8.000000000000000000e+02
1.080000000000000036e-06,6.200000000000000000e+02
1.090000000000000152e-06,4.700000000000000000e+02
1.100000000000000056e-06,3.500000000000000000e+02
1.110000000000000172e-06,2.700000000000000000e+02
1.120000000000000076e-06,2.000000000000000000e+02
1.129999999999999981e-06,1.500000000000000000e+02
1.140000000000000097e-06,1.000000000000000000e+02
1.150000000000000001e-06,6.800000000000000000e+01
1.160000000000000117e-06,4.200000000000000000e+01
1.170000000000000021e-06,2.200000000000000000e+01
1.180000000000000137e-06,6.500000000000000000e+00
1.190000000000000041e-06,3.599999999999999645e+00
1.200000000000000157e-06,2.199999999999999734e+00
1.210000000000000062e-06,1.300000000000000044e+00
1.220000000000000178e-06,8.200000000000000622e-01
1.230000000000000082e-06,4.700000000000000289e-01
1.239999999999999986e-06,2.399999999999999911e-01
1.250000000000000102e-06,1.000000000000000056e-01
1.260000000000000007e-06,3.600000000000000422e-02
1.270000000000000123e-06,2.000000000000000042e-02
1.280000000000000027e-06,1.200000000000000025e-02
1.290000000000000143e-06,7.100000000000000408e-03
1.300000000000000047e-06,0.000000000000000000e+00
