-9.996000000000000441e-01 3.100000000000000000e+01
-9.796000000000000263e-01 3.100000000000000000e+01
-9.597999999999999865e-01 3.100000000000000000e+01
-9.397999999999999687e-01 3.100000000000000000e+01
-9.196999999999999620e-01 3.100000000000000000e+01
-8.997000000000000552e-01 3.100000000000000000e+01
-8.797000000000000375e-01 3.100000000000000000e+01
-8.596000000000000307e-01 3.100000000000000000e+01
-8.396000000000000130e-01 3.100000000000000000e+01
-8.195999999999999952e-01 3.100000000000000000e+01
-7.994999999999999885e-01 3.100000000000000000e+01
-7.798000000000000487e-01 3.100000000000000000e+01
-7.598000000000000309e-01 3.100000000000000000e+01
-7.397000000000000242e-01 3.100000000000000000e+01
-7.197000000000000064e-01 3.100000000000000000e+01
-6.996999999999999886e-01 3.100000000000000000e+01
-6.796999999999999709e-01 3.100000000000000000e+01
-6.595999999999999641e-01 3.100000000000000000e+01
-6.395999999999999464e-01 3.100000000000000000e+01
-6.195000000000000506e-01 3.100000000000000000e+01
-5.995000000000000329e-01 3.100000000000000000e+01
-5.797999999999999821e-01 3.100000000000000000e+01
-5.598999999999999533e-01 3.100000000000000000e+01
-5.396999999999999575e-01 3.100000000000000000e+01
-5.197000000000000508e-01 3.100000000000000000e+01
-4.995999999999999885e-01 3.100000000000000000e+01
-4.796000000000000263e-01 3.100000000000000000e+01
-4.595000000000000195e-01 3.100000000000000000e+01
-4.395000000000000018e-01 3.100000000000000000e+01
-4.193999999999999950e-01 3.100000000000000000e+01
-3.993999999999999773e-01 3.100000000000000000e+01
-3.796999999999999820e-01 3.100000000000000000e+01
-3.595999999999999752e-01 3.100000000000000000e+01
-3.396000000000000130e-01 3.100000000000000000e+01
-3.195000000000000062e-01 3.100000000000000000e+01
-2.994999999999999885e-01 3.100000000000000000e+01
-2.795000000000000262e-01 3.100000000000000000e+01
-2.595000000000000084e-01 3.100000000000000000e+01
-2.394999999999999907e-01 3.100000000000000000e+01
-2.194000000000000117e-01 3.100000000000000000e+01
-1.993999999999999939e-01 3.100000000000000000e+01
-1.796999999999999986e-01 3.100000000000000000e+01
-1.595999999999999919e-01 3.089999999999999858e+01
-1.396000000000000019e-01 3.100000000000000000e+01
-1.194999999999999951e-01 3.100000000000000000e+01
-9.950000000000000511e-02 3.100000000000000000e+01
-7.950000000000000122e-02 3.100000000000000000e+01
-5.940000000000000141e-02 3.100000000000000000e+01
-3.939999999999999752e-02 3.100000000000000000e+01
-1.940000000000000058e-02 3.100000000000000000e+01
4.000000000000000192e-04 3.089999999999999858e+01
1.949999999999999997e-02 3.100000000000000000e+01
3.960000000000000325e-02 3.100000000000000000e+01
5.960000000000000020e-02 3.089999999999999858e+01
7.960000000000000409e-02 3.089999999999999858e+01
9.969999999999999696e-02 3.089999999999999858e+01
1.197000000000000008e-01 3.089999999999999858e+01
1.396999999999999909e-01 3.089999999999999858e+01
1.597999999999999976e-01 3.089999999999999858e+01
1.797999999999999876e-01 3.080000000000000071e+01
1.995000000000000107e-01 3.080000000000000071e+01
2.195999999999999897e-01 3.069999999999999929e+01
2.396000000000000074e-01 3.060000000000000142e+01
2.595999999999999974e-01 3.039999999999999858e+01
2.797000000000000042e-01 3.010000000000000142e+01
2.997000000000000219e-01 2.960000000000000142e+01
3.196999999999999842e-01 2.889999999999999858e+01
3.397999999999999909e-01 2.800000000000000000e+01
3.598000000000000087e-01 2.680000000000000071e+01
3.799000000000000155e-01 2.530000000000000071e+01
3.996000000000000107e-01 2.360000000000000142e+01
4.195999999999999730e-01 2.169999999999999929e+01
4.395999999999999908e-01 1.939999999999999858e+01
4.596999999999999975e-01 1.700000000000000000e+01
4.797000000000000153e-01 1.419999999999999929e+01
4.998000000000000220e-01 1.119999999999999929e+01
5.199000000000000288e-01 7.929999999999999716e+00
5.399000000000000465e-01 4.330000000000000071e+00
5.600000000000000533e-01 3.709999999999999964e-01
5.796999999999999931e-01 -3.839999999999999858e+00
5.997000000000000108e-01 -8.529999999999999361e+00
6.198000000000000176e-01 -1.359999999999999964e+01
6.398000000000000353e-01 -1.910000000000000142e+01
6.599000000000000421e-01 -2.489999999999999858e+01
6.800000000000000488e-01 -3.110000000000000142e+01
6.999999999999999556e-01 -3.750000000000000000e+01
7.199999999999999734e-01 -4.420000000000000284e+01
7.399999999999999911e-01 -5.100000000000000000e+01
7.600999999999999979e-01 -5.800000000000000000e+01
7.798000000000000487e-01 -6.479999999999999716e+01
7.997999999999999554e-01 -7.179999999999999716e+01
8.197999999999999732e-01 -7.870000000000000284e+01
8.398999999999999799e-01 -8.550000000000000000e+01
8.597000000000000197e-01 -9.209999999999999432e+01
8.798000000000000265e-01 -9.870000000000000284e+01
8.997000000000000552e-01 -1.060000000000000000e+02
9.197999999999999510e-01 -1.110000000000000000e+02
9.398999999999999577e-01 -8.840000000000000568e+01
9.596000000000000085e-01 -6.959999999999999432e+01
9.796000000000000263e-01 -7.290000000000000568e+01
9.997000000000000330e-01 -7.129999999999999716e+01
9.997000000000000330e-01 -5.529999999999999716e+01
